seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XIV	727823	727823	1	+	4	1	Distal Intergenic	14	734291	735733	1443	1	YNR058W	YNR058W_mRNA	-6468
XIV	746868	746872	5	+	12	2	Promoter	14	746943	748766	1824	1	YNR063W	YNR063W_mRNA	-71
XIV	779892	779918	27	+	27	5	Promoter	14	779916	781040	1125	1	YNR075W	YNR075W_mRNA	0
XIV	17403	17403	1	-	4	1	Promoter	14	16118	17248	1131	2	YNL331C	YNL331C_mRNA	-155
XIV	19328	19357	30	-	37	4	Promoter	14	18001	19302	1302	2	YNL330C	YNL330C_mRNA	-55
XIV	22651	22651	1	-	6	1	Promoter	14	19541	22633	3093	2	YNL329C	YNL329C_mRNA	-18
XIV	31387	31408	22	-	11	2	Promoter	14	28739	31378	2640	2	YNL325C	YNL325C_mRNA	-30
XIV	34243	34262	20	-	48	5	Promoter	14	33294	34235	942	2	YNL322C	YNL322C_mRNA	-27
XIV	43131	43131	1	-	6	1	Promoter	14	42071	43075	1005	2	YNL316C	YNL316C_mRNA	-56
XIV	44256	44290	35	-	22	3	Promoter	14	43324	44280	957	2	YNL315C	YNL315C_mRNA	0
XIV	48042	48058	17	-	20	3	Promoter	14	45308	48022	2715	2	YNL313C	YNL313C_mRNA	-36
XIV	51693	51702	10	-	26	3	Promoter	14	49397	51688	2292	2	YNL311C	YNL311C_mRNA	-14
XIV	52435	52463	29	-	25	4	Promoter	14	51907	52431	525	2	YNL310C	YNL310C_mRNA	-32
XIV	54530	54530	1	-	6	1	Exon (YNL308C_mRNA/YNL308C, exon 1 of 1)	14	54122	55897	1776	2	YNL308C	YNL308C_mRNA	1367
XIV	54845	54845	1	-	4	1	Exon (YNL308C_mRNA/YNL308C, exon 1 of 1)	14	54122	55897	1776	2	YNL308C	YNL308C_mRNA	1052
XIV	54894	54926	33	-	12	3	Exon (YNL308C_mRNA/YNL308C, exon 1 of 1)	14	54122	55897	1776	2	YNL308C	YNL308C_mRNA	1003
XIV	55895	55938	44	-	73	5	Promoter	14	54122	55897	1776	2	YNL308C	YNL308C_mRNA	0
XIV	57595	57595	1	-	4	1	Promoter	14	56446	57573	1128	2	YNL307C	YNL307C_mRNA	-22
XIV	57689	57762	74	-	314	16	Promoter	14	56446	57573	1128	2	YNL307C	YNL307C_mRNA	-189
XIV	59822	59822	1	-	6	1	Promoter	14	58898	59791	894	2	YNL305C	YNL305C_mRNA	-31
XIV	62956	62979	24	-	190	8	Promoter	14	61958	62943	986	2	YNL302C	YNL302C_mRNA	-36
XIV	64582	64631	50	-	97	8	Promoter	14	63570	64562	993	2	YNL301C	YNL301C_mRNA	-69
XIV	66209	66209	1	-	4	1	Downstream (2-3kb)	14	63570	64562	993	2	YNL301C	YNL301C_mRNA	-1647
XIV	66247	66247	1	-	5	1	Downstream (2-3kb)	14	63570	64562	993	2	YNL301C	YNL301C_mRNA	-1685
XIV	76609	76630	22	-	21	3	Promoter	14	71673	76583	4911	2	YNL297C	YNL297C_mRNA	-47
XIV	80439	80439	1	-	8	1	Promoter	14	78659	80260	1602	2	YNL294C	YNL294C_mRNA	-179
XIV	98874	98874	1	-	4	1	Exon (YNL284C-B/YNL284C-B, exon 1 of 1)	14	96241	96312	72	2	tG(UCC)N	tG(UCC)N_tRNA	-2562
XIV	98932	98932	1	-	4	1	Exon (YNL284C-B/YNL284C-B, exon 1 of 1)	14	96241	96312	72	2	tG(UCC)N	tG(UCC)N_tRNA	-2620
XIV	98960	98960	1	-	6	1	Exon (YNL284C-B/YNL284C-B, exon 1 of 1)	14	96241	96312	72	2	tG(UCC)N	tG(UCC)N_tRNA	-2648
XIV	101526	101526	1	-	8	1	Exon (YNL284C-B/YNL284C-B, exon 1 of 1)	14	96964	102232	5269	2	YNL284C-B	YNL284C-B	706
XIV	102285	102285	1	-	16	1	Promoter	14	100910	102232	1323	2	YNL284C-A	YNL284C-A	-53
XIV	104061	104061	1	-	4	1	Promoter	14	103134	104102	969	2	YNL284C	YNL284C_mRNA	41
XIV	107021	107021	1	-	4	1	Promoter	14	105184	106695	1512	2	YNL283C	YNL283C_mRNA	-326
XIV	107061	107061	1	-	6	1	Promoter	14	105184	106695	1512	2	YNL283C	YNL283C_mRNA	-366
XIV	110484	110484	1	-	5	1	Promoter	14	109095	110411	1317	2	YNL280C	YNL280C_mRNA	-73
XIV	118529	118529	1	-	4	1	Exon (YNL276C_mRNA/YNL276C, exon 1 of 1)	14	118431	118826	396	2	YNL276C	YNL276C_mRNA	297
XIV	122215	122223	9	-	13	2	Promoter	14	121118	122170	1053	2	YNL274C	YNL274C_mRNA	-53
XIV	129129	129129	1	-	4	1	Promoter	14	126805	129084	2280	2	YNL272C	YNL272C_mRNA	-45
XIV	129167	129191	25	-	32	5	Promoter	14	126805	129084	2280	2	YNL272C	YNL272C_mRNA	-107
XIV	129220	129220	1	-	4	1	Promoter	14	126805	129084	2280	2	YNL272C	YNL272C_mRNA	-136
XIV	135600	135600	1	-	5	1	Promoter	14	129522	135383	5862	2	YNL271C	YNL271C_mRNA	-217
XIV	135632	135674	43	-	137	11	Promoter	14	129522	135383	5862	2	YNL271C	YNL271C_mRNA	-291
XIV	145318	145318	1	-	7	1	Promoter	14	144280	145281	1002	2	YNL265C	YNL265C_mRNA	-37
XIV	146633	146633	1	-	4	1	Promoter	14	145563	146615	1053	2	YNL264C	YNL264C_mRNA	-18
XIV	147977	147983	7	-	29	3	Promoter	14	146896	147840	945	2	YNL263C	YNL263C_mRNA	-143
XIV	157359	157387	29	-	23	3	Promoter	14	156859	157455	597	2	YNL260C	YNL260C_mRNA	96
XIV	157875	157894	20	-	21	3	Promoter	14	157644	157865	222	2	YNL259C	YNL259C_mRNA	-29
XIV	160381	160381	1	-	14	1	Promoter	14	158109	160373	2265	2	YNL258C	YNL258C_mRNA	-8
XIV	160416	160416	1	-	5	1	Promoter	14	158109	160373	2265	2	YNL258C	YNL258C_mRNA	-43
XIV	164376	164376	1	-	6	1	Promoter	14	160631	164320	3690	2	YNL257C	YNL257C_mRNA	-56
XIV	164421	164421	1	-	5	1	Promoter	14	160631	164320	3690	2	YNL257C	YNL257C_mRNA	-101
XIV	167788	167865	78	-	221	18	Promoter	14	167329	167790	462	2	YNL255C	YNL255C_mRNA	0
XIV	169242	169242	1	-	5	1	Promoter	14	168043	169248	1206	2	YNL254C	YNL254C_mRNA	6
XIV	169301	169314	14	-	9	2	Promoter	14	168043	169248	1206	2	YNL254C	YNL254C_mRNA	-66
XIV	172269	172312	44	-	59	7	Promoter	14	171441	172286	846	2	YNL252C	YNL252C_mRNA	0
XIV	174545	174620	76	-	118	9	Promoter	14	172588	174315	1728	2	YNL251C	YNL251C_mRNA	-305
XIV	182623	182652	30	-	29	3	Promoter	14	181361	182608	1248	2	YNL248C	YNL248C_mRNA	-44
XIV	182682	182682	1	-	4	1	Promoter	14	181361	182608	1248	2	YNL248C	YNL248C_mRNA	-74
XIV	186904	186904	1	-	4	1	Promoter	14	186346	186885	540	2	YNL245C	YNL245C_mRNA	-19
XIV	187508	187529	22	-	74	5	Promoter	14	187170	187496	327	2	YNL244C	YNL244C_mRNA	-33
XIV	197775	197775	1	-	4	1	Exon (YNL241C_mRNA/YNL241C, exon 1 of 1)	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	168
XIV	197875	197875	1	-	4	1	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	68
XIV	197992	198018	27	-	10	2	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-75
XIV	198056	198067	12	-	15	2	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-124
XIV	198105	198131	27	-	19	2	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-188
XIV	200001	200001	1	-	5	1	Promoter	14	198502	199977	1476	2	YNL240C	YNL240C_mRNA	-24
XIV	200028	200028	1	-	4	1	Promoter	14	198502	199977	1476	2	YNL240C	YNL240C_mRNA	-51
XIV	201970	201970	1	-	8	1	Distal Intergenic	14	198502	199977	1476	2	YNL240C	YNL240C_mRNA	-1993
XIV	206735	206735	1	-	5	1	Distal Intergenic	14	209548	209979	432	2	YNL235C	YNL235C_mRNA	3244
XIV	217096	217096	1	-	11	1	Promoter	14	215987	217042	1056	2	YNL231C	YNL231C_mRNA	-54
XIV	217177	217192	16	-	21	3	Promoter	14	215987	217042	1056	2	YNL231C	YNL231C_mRNA	-150
XIV	218673	218677	5	-	14	2	Promoter	14	217523	218662	1140	2	YNL230C	YNL230C_mRNA	-15
XIV	218738	218750	13	-	14	2	Promoter	14	217523	218662	1140	2	YNL230C	YNL230C_mRNA	-88
XIV	220401	220417	17	-	52	5	Promoter	14	219137	220201	1065	2	YNL229C	YNL229C_mRNA	-216
XIV	222479	222487	9	-	49	4	Promoter	14	220659	222431	1773	2	YNL227C	YNL227C_mRNA	-56
XIV	224501	224520	20	-	38	4	Promoter	14	222724	224469	1746	2	YNL225C	YNL225C_mRNA	-51
XIV	227176	227194	19	-	70	5	Promoter	14	224796	227099	2304	2	YNL224C	YNL224C_mRNA	-95
XIV	230336	230370	35	-	43	8	Exon (snR19_snRNA/snR19, exon 1 of 1)	14	230105	230672	568	2	snR19	snR19_snRNA	336
XIV	230403	230403	1	-	4	1	Exon (snR19_snRNA/snR19, exon 1 of 1)	14	230105	230672	568	2	snR19	snR19_snRNA	269
XIV	230672	230672	1	-	7	1	Promoter	14	230105	230672	568	2	snR19	snR19_snRNA	0
XIV	233748	233777	30	-	17	3	Promoter	14	231068	233695	2628	2	YNL221C	YNL221C_mRNA	-82
XIV	234066	234074	9	-	26	3	Promoter	14	231068	233695	2628	2	YNL221C	YNL221C_mRNA	-379
XIV	234101	234101	1	-	9	1	Promoter	14	231068	233695	2628	2	YNL221C	YNL221C_mRNA	-406
XIV	246969	246969	1	-	4	1	Exon (YNL213C_mRNA/YNL213C, exon 1 of 1)	14	246460	247104	645	2	YNL213C	YNL213C_mRNA	135
XIV	247181	247206	26	-	47	5	Promoter	14	246460	247104	645	2	YNL213C	YNL213C_mRNA	-102
XIV	258162	258164	3	-	12	2	Promoter	14	256788	258155	1368	2	YNL206C	YNL206C_mRNA	-9
XIV	258200	258200	1	-	4	1	Promoter	14	256788	258155	1368	2	YNL206C	YNL206C_mRNA	-45
XIV	263286	263286	1	-	8	1	Promoter	14	260627	263203	2577	2	YNL201C	YNL201C_mRNA	-83
XIV	263454	263480	27	-	33	5	Promoter	14	260627	263203	2577	2	YNL201C	YNL201C_mRNA	-277
XIV	264491	264496	6	-	9	2	Promoter	14	263713	264453	741	2	YNL200C	YNL200C_mRNA	-43
XIV	264553	264553	1	-	12	1	Promoter	14	263713	264453	741	2	YNL200C	YNL200C_mRNA	-100
XIV	266603	266603	1	-	5	1	Promoter	14	264926	266530	1605	2	YNL199C	YNL199C_mRNA	-73
XIV	269931	269931	1	-	6	1	Promoter	14	267608	269593	1986	2	YNL197C	YNL197C_mRNA	-338
XIV	273688	273713	26	-	12	2	Promoter	14	272710	273615	906	2	YNL194C	YNL194C_mRNA	-98
XIV	275675	275696	22	-	11	2	Downstream (2-3kb)	14	272710	273615	906	2	YNL194C	YNL194C_mRNA	-2081
XIV	280248	280248	1	-	5	1	Distal Intergenic	14	272710	273615	906	2	YNL194C	YNL194C_mRNA	-6633
XIV	292594	292594	1	-	5	1	Promoter	14	292193	292669	477	2	YNL185C	YNL185C_mRNA	75
XIV	292748	292766	19	-	21	4	Promoter	14	292193	292669	477	2	YNL185C	YNL185C_mRNA	-97
XIV	295706	295731	26	-	10	2	Promoter	14	293137	295509	2373	2	YNL183C	YNL183C_mRNA	-222
XIV	300819	300855	37	-	59	7	Promoter	14	299654	300649	996	2	YNL180C	YNL180C_mRNA	-206
XIV	300885	300885	1	-	5	1	Exon (YNL179C_mRNA/YNL179C, exon 1 of 1)	14	300666	301103	438	2	YNL179C	YNL179C_mRNA	218
XIV	304603	304613	11	-	8	2	Promoter	14	303686	304615	930	2	YNL177C	YNL177C_mRNA	12
XIV	304644	304666	23	-	65	5	Promoter	14	303686	304615	930	2	YNL177C	YNL177C_mRNA	-51
XIV	307122	307122	1	-	4	1	Promoter	14	305070	306980	1911	2	YNL176C	YNL176C_mRNA	-142
XIV	307157	307157	1	-	5	1	Promoter	14	305070	306980	1911	2	YNL176C	YNL176C_mRNA	-177
XIV	308607	308681	75	-	114	9	Promoter	14	307401	308612	1212	2	YNL175C	YNL175C_mRNA	0
XIV	309548	309548	1	-	5	1	Exon (YNL173C_mRNA/YNL173C, exon 1 of 1)	14	308957	310057	1101	2	YNL173C	YNL173C_mRNA	509
XIV	309596	309671	76	-	25	5	Exon (YNL173C_mRNA/YNL173C, exon 1 of 1)	14	308957	310057	1101	2	YNL173C	YNL173C_mRNA	461
XIV	309829	309829	1	-	6	1	Exon (YNL173C_mRNA/YNL173C, exon 1 of 1)	14	308957	310057	1101	2	YNL173C	YNL173C_mRNA	228
XIV	310066	310105	40	-	62	6	Promoter	14	308957	310057	1101	2	YNL173C	YNL173C_mRNA	-48
XIV	317726	317737	12	-	9	2	Promoter	14	316169	317671	1503	2	YNL169C	YNL169C_mRNA	-66
XIV	317764	317793	30	-	61	6	Promoter	14	316169	317671	1503	2	YNL169C	YNL169C_mRNA	-122
XIV	318820	318850	31	-	17	3	Promoter	14	318030	318809	780	2	YNL168C	YNL168C_mRNA	-41
XIV	321670	321670	1	-	7	1	Promoter	14	319416	321359	1944	2	YNL167C	YNL167C_mRNA	-311
XIV	321715	321715	1	-	10	1	Promoter	14	319416	321359	1944	2	YNL167C	YNL167C_mRNA	-356
XIV	323575	323601	27	-	61	5	Promoter	14	322219	323565	1347	2	YNL166C	YNL166C_mRNA	-36
XIV	339368	339392	25	-	43	3	Promoter	14	338478	339347	870	2	YNL159C	YNL159C_mRNA	-45
XIV	341975	341975	1	-	4	1	Promoter	14	341069	341968	900	2	YNL156C	YNL156C_mRNA	-7
XIV	342002	342043	42	-	22	4	Promoter	14	341069	341968	900	2	YNL156C	YNL156C_mRNA	-75
XIV	342078	342235	158	-	412	28	Promoter	14	341069	341968	900	2	YNL156C	YNL156C_mRNA	-267
XIV	345490	345502	13	-	11	2	Promoter	14	343636	345276	1641	2	YNL154C	YNL154C_mRNA	-226
XIV	346083	346095	13	-	35	4	Promoter	14	345669	346058	390	2	YNL153C	YNL153C_mRNA	-37
XIV	348529	348593	65	-	110	10	Promoter	14	347766	348521	756	2	YNL151C	YNL151C_mRNA	-72
XIV	349754	349821	68	-	137	8	Promoter	14	349367	349756	390	2	YNL149C	YNL149C_mRNA	0
XIV	350647	350647	1	-	6	1	Promoter	14	349907	350671	765	2	YNL148C	YNL148C_mRNA	24
XIV	350682	350684	3	-	44	2	Promoter	14	349907	350671	765	2	YNL148C	YNL148C_mRNA	-13
XIV	350723	350723	1	-	5	1	Promoter	14	349907	350671	765	2	YNL148C	YNL148C_mRNA	-52
XIV	354345	354345	1	-	4	1	Exon (YNL144C_mRNA/YNL144C, exon 1 of 1)	14	352820	355042	2223	2	YNL144C	YNL144C_mRNA	697
XIV	355157	355157	1	-	14	1	Promoter	14	352820	355042	2223	2	YNL144C	YNL144C_mRNA	-115
XIV	365805	365813	9	-	13	3	Promoter	14	360924	365717	4794	2	YNL139C	YNL139C_mRNA	-96
XIV	365843	365843	1	-	4	1	Promoter	14	360924	365717	4794	2	YNL139C	YNL139C_mRNA	-126
XIV	370140	370161	22	-	49	4	Promoter	14	368595	370055	1461	2	YNL137C	YNL137C_mRNA	-106
XIV	371959	371959	1	-	4	1	Exon (YNL135C_mRNA/YNL135C, exon 1 of 1)	14	371882	372226	345	2	YNL135C	YNL135C_mRNA	267
XIV	372080	372082	3	-	10	2	Exon (YNL135C_mRNA/YNL135C, exon 1 of 1)	14	371882	372226	345	2	YNL135C	YNL135C_mRNA	146
XIV	372205	372281	77	-	325	19	Promoter	14	371882	372226	345	2	YNL135C	YNL135C_mRNA	0
XIV	373647	373647	1	-	5	1	Promoter	14	372451	373581	1131	2	YNL134C	YNL134C_mRNA	-66
XIV	374710	374710	1	-	7	1	Promoter	14	374171	374692	522	2	YNL133C	YNL133C_mRNA	-18
XIV	380841	380880	40	-	55	6	Promoter	14	379558	380831	1274	2	YNL130C	YNL130C_mRNA	-49
XIV	392379	392379	1	-	4	1	Promoter	14	390146	392167	2022	2	YNL125C	YNL125C_mRNA	-212
XIV	398339	398339	1	-	6	1	Promoter	14	398023	398370	348	2	YNL122C	YNL122C_mRNA	31
XIV	398812	398815	4	-	11	2	Promoter	14	398023	398370	348	2	YNL122C	YNL122C_mRNA	-445
XIV	398899	398910	12	-	11	2	Promoter	14	398023	398370	348	2	YNL122C	YNL122C_mRNA	-540
XIV	398948	398977	30	-	14	3	Promoter	14	398023	398370	348	2	YNL122C	YNL122C_mRNA	-607
XIV	399047	399047	1	-	5	1	Promoter	14	398023	398370	348	2	YNL122C	YNL122C_mRNA	-677
XIV	399089	399110	22	-	20	4	Promoter	14	398023	398370	348	2	YNL122C	YNL122C_mRNA	-740
XIV	399224	399224	1	-	4	1	Promoter	14	398023	398370	348	2	YNL122C	YNL122C_mRNA	-854
XIV	400552	400601	50	-	185	10	Promoter	14	398684	400537	1854	2	YNL121C	YNL121C_mRNA	-64
XIV	405580	405627	48	-	16	3	Promoter	14	402652	405564	2913	2	YNL118C	YNL118C_mRNA	-63
XIV	412074	412091	18	-	34	4	Promoter	14	410119	412053	1935	2	YNL115C	YNL115C_mRNA	-38
XIV	417333	417333	1	-	6	1	Promoter	14	416940	417302	363	2	YNL111C	YNL111C_mRNA	-31
XIV	418504	418587	84	-	174	14	Promoter	14	417826	418488	663	2	YNL110C	YNL110C_mRNA	-99
XIV	419856	419856	1	-	6	1	Promoter	14	419014	419826	813	2	YNL108C	YNL108C_mRNA	-30
XIV	426709	426709	1	-	4	1	Promoter	14	424895	426754	1860	2	YNL104C	YNL104C_mRNA	45
XIV	426754	426806	53	-	18	4	Promoter	14	424895	426754	1860	2	YNL104C	YNL104C_mRNA	0
XIV	426864	426921	58	-	48	6	Promoter	14	424895	426754	1860	2	YNL104C	YNL104C_mRNA	-167
XIV	439304	439350	47	-	59	7	Promoter	14	438567	439283	717	2	YNL099C	YNL099C_mRNA	-67
XIV	440528	440528	1	-	4	1	Promoter	14	439602	440570	969	2	YNL098C	YNL098C_mRNA	42
XIV	440562	440568	7	-	12	2	Promoter	14	439602	440570	969	2	YNL098C	YNL098C_mRNA	8
XIV	440614	440705	92	-	43	8	Promoter	14	439602	440570	969	2	YNL098C	YNL098C_mRNA	-135
XIV	440756	440761	6	-	8	2	Downstream (1-2kb)	14	440797	440919	123	2	YNL097C-B	YNL097C-B_mRNA	163
XIV	440864	440879	16	-	9	2	Promoter	14	440797	440919	123	2	YNL097C-B	YNL097C-B_mRNA	55
XIV	442413	442490	78	-	56	5	Promoter	14	441366	442358	993	2	YNL097C	YNL097C_mRNA	-132
XIV	444316	444399	84	-	342	22	Promoter	14	443398	444315	918	2	YNL096C	YNL096C_mRNA	-84
XIV	471141	471171	31	-	51	5	Promoter	14	470053	471102	1050	2	YNL084C	YNL084C_mRNA	-69
XIV	476658	476663	6	-	31	3	Promoter	14	476188	476619	432	2	YNL081C	YNL081C_mRNA	-44
XIV	476690	476690	1	-	5	1	Promoter	14	476188	476619	432	2	YNL081C	YNL081C_mRNA	-71
XIV	478927	478927	1	-	5	1	Exon (YNL079C_mRNA/YNL079C, exon 1 of 1)	14	478566	479165	600	2	YNL079C	YNL079C_mRNA	238
XIV	479007	479007	1	-	4	1	Exon (YNL079C_mRNA/YNL079C, exon 1 of 1)	14	478566	479165	600	2	YNL079C	YNL079C_mRNA	158
XIV	479110	479115	6	-	11	2	Promoter	14	478566	479165	600	2	YNL079C	YNL079C_mRNA	55
XIV	479142	479236	95	-	643	31	Promoter	14	478566	479165	600	2	YNL079C	YNL079C_mRNA	0
XIV	479353	479381	29	-	26	4	Promoter	14	478566	479165	600	2	YNL079C	YNL079C_mRNA	-216
XIV	480908	480915	8	-	8	2	Downstream (2-3kb)	14	478566	479165	600	2	YNL079C	YNL079C_mRNA	-1750
XIV	488139	488186	48	-	79	8	Promoter	14	486766	488124	1359	2	YNL074C	YNL074C_mRNA	-62
XIV	495008	495032	25	-	142	6	Promoter	14	493956	495001	1046	2	YNL069C	YNL069C_mRNA	-31
XIV	498446	498446	1	-	5	1	Promoter	14	495701	498289	2589	2	YNL068C	YNL068C_mRNA	-157
XIV	498473	498497	25	-	11	2	Promoter	14	495701	498289	2589	2	YNL068C	YNL068C_mRNA	-208
XIV	498542	498542	1	-	5	1	Promoter	14	495701	498289	2589	2	YNL068C	YNL068C_mRNA	-253
XIV	506576	506576	1	-	5	1	Exon (YNL064C_mRNA/YNL064C, exon 1 of 1)	14	505868	507097	1230	2	YNL064C	YNL064C_mRNA	521
XIV	507269	507294	26	-	35	5	Promoter	14	505868	507097	1230	2	YNL064C	YNL064C_mRNA	-197
XIV	510241	510255	15	-	19	3	Promoter	14	508776	510212	1437	2	YNL062C	YNL062C_mRNA	-43
XIV	514951	514980	30	-	58	5	Promoter	14	512668	514935	2268	2	YNL059C	YNL059C_mRNA	-45
XIV	516780	516784	5	-	10	2	Promoter	14	515763	516713	951	2	YNL058C	YNL058C_mRNA	-71
XIV	518880	518898	19	-	96	5	Promoter	14	517994	518845	852	2	YNL055C	YNL055C_mRNA	-53
XIV	525828	525828	1	-	4	1	Distal Intergenic	14	519099	519169	71	2	tD(GUC)N	tD(GUC)N_tRNA	-6659
XIV	535001	535039	39	-	103	6	Promoter	14	534079	534982	904	2	YNL050C	YNL050C_mRNA	-57
XIV	537925	537928	4	-	16	2	Promoter	14	535281	537911	2631	2	YNL049C	YNL049C_mRNA	-17
XIV	541889	541889	1	-	4	1	Promoter	14	539911	541881	1971	2	YNL047C	YNL047C_mRNA	-8
XIV	542058	542058	1	-	7	1	Promoter	14	539911	541881	1971	2	YNL047C	YNL047C_mRNA	-177
XIV	542779	542779	1	-	5	1	Promoter	14	539911	541881	1971	2	YNL047C	YNL047C_mRNA	-898
XIV	543134	543134	1	-	6	1	Distal Intergenic	14	539911	541881	1971	2	YNL047C	YNL047C_mRNA	-1253
XIV	552028	552058	31	-	31	5	Promoter	14	549468	551987	2520	2	YNL041C	YNL041C_mRNA	-71
XIV	559107	559143	37	-	71	7	Promoter	14	557920	559002	1083	2	YNL037C	YNL037C_mRNA	-141
XIV	559204	559204	1	-	6	1	Promoter	14	557920	559002	1083	2	YNL037C	YNL037C_mRNA	-202
XIV	567752	567752	1	-	23	1	Distal Intergenic	14	568522	569691	1170	2	YNL035C	YNL035C_mRNA	1939
XIV	569342	569342	1	-	4	1	Exon (YNL035C_mRNA/YNL035C, exon 1 of 1)	14	568522	569691	1170	2	YNL035C	YNL035C_mRNA	349
XIV	569723	569723	1	-	4	1	Promoter	14	568522	569691	1170	2	YNL035C	YNL035C_mRNA	-32
XIV	569782	569782	1	-	8	1	Promoter	14	568522	569691	1170	2	YNL035C	YNL035C_mRNA	-91
XIV	575653	575653	1	-	4	1	Exon (YNL031C_mRNA/YNL031C, exon 1 of 1)	14	575640	576050	411	2	YNL031C	YNL031C_mRNA	397
XIV	575714	575714	1	-	8	1	Exon (YNL031C_mRNA/YNL031C, exon 1 of 1)	14	575640	576050	411	2	YNL031C	YNL031C_mRNA	336
XIV	575763	575763	1	-	5	1	Exon (YNL031C_mRNA/YNL031C, exon 1 of 1)	14	575640	576050	411	2	YNL031C	YNL031C_mRNA	287
XIV	575838	575868	31	-	14	3	Exon (YNL031C_mRNA/YNL031C, exon 1 of 1)	14	575640	576050	411	2	YNL031C	YNL031C_mRNA	212
XIV	575924	575959	36	-	16	4	Exon (YNL031C_mRNA/YNL031C, exon 1 of 1)	14	575640	576050	411	2	YNL031C	YNL031C_mRNA	126
XIV	576014	576014	1	-	4	1	Promoter	14	575640	576050	411	2	YNL031C	YNL031C_mRNA	36
XIV	576053	576127	75	-	228	10	Promoter	14	575640	576050	411	2	YNL031C	YNL031C_mRNA	-77
XIV	577447	577447	1	-	4	1	Exon (YNL029C_mRNA/YNL029C, exon 1 of 1)	14	577205	578773	1569	2	YNL029C	YNL029C_mRNA	1326
XIV	577678	577678	1	-	4	1	Exon (YNL029C_mRNA/YNL029C, exon 1 of 1)	14	577205	578773	1569	2	YNL029C	YNL029C_mRNA	1095
XIV	578806	578806	1	-	8	1	Promoter	14	577205	578773	1569	2	YNL029C	YNL029C_mRNA	-33
XIV	585318	585344	27	-	8	2	Promoter	14	584320	585291	972	2	YNL025C	YNL025C_mRNA	-53
XIV	586830	586830	1	-	4	1	Promoter	14	586602	586820	219	2	YNL024C-A	YNL024C-A_mRNA	-10
XIV	586866	586866	1	-	5	1	Promoter	14	586602	586820	219	2	YNL024C-A	YNL024C-A_mRNA	-46
XIV	586896	586902	7	-	10	2	Promoter	14	586602	586820	219	2	YNL024C-A	YNL024C-A_mRNA	-82
XIV	591193	591214	22	-	15	3	Promoter	14	588263	591160	2898	2	YNL023C	YNL023C_mRNA	-54
XIV	592909	592924	16	-	51	4	Promoter	14	591427	592899	1473	2	YNL022C	YNL022C_mRNA	-25
XIV	597595	597595	1	-	4	1	Promoter	14	595623	597539	1917	2	YNL020C	YNL020C_mRNA	-56
XIV	613190	613195	6	-	19	2	Promoter	14	611836	613170	1335	2	YNL011C	YNL011C_mRNA	-25
XIV	613444	613444	1	-	5	1	Promoter	14	611836	613170	1335	2	YNL011C	YNL011C_mRNA	-274
XIV	618246	618281	36	-	13	3	Promoter	14	616211	618241	2031	2	YNL008C	YNL008C_mRNA	-40
XIV	619655	619728	74	-	82	7	Promoter	14	618507	619565	1059	2	YNL007C	YNL007C_mRNA	-163
XIV	622473	622499	27	-	35	3	Promoter	14	621313	622428	1116	2	YNL005C	YNL005C_mRNA	-71
XIV	625858	625861	4	-	11	2	Promoter	14	624975	625829	855	2	YNL003C	YNL003C_mRNA	-32
XIV	627150	627191	42	-	416	12	Promoter	14	626174	627142	969	2	YNL002C	YNL002C_mRNA	-49
XIV	631059	631071	13	-	10	2	Promoter	14	629622	631061	1440	2	YNR001C	YNR001C_mRNA	0
XIV	631099	631125	27	-	18	3	Promoter	14	629622	631061	1440	2	YNR001C	YNR001C_mRNA	-64
XIV	631161	631212	52	-	82	9	Promoter	14	629622	631061	1440	2	YNR001C	YNR001C_mRNA	-151
XIV	635301	635349	49	-	66	8	Promoter	14	634344	635297	954	2	YNR003C	YNR003C_mRNA	-52
XIV	636757	636757	1	-	12	1	Downstream (2-3kb)	14	636931	637335	405	2	YNR005C	YNR005C_mRNA	578
XIV	640156	640179	24	-	19	4	Promoter	14	639182	640114	933	2	YNR007C	YNR007C_mRNA	-65
XIV	643534	643534	1	-	4	1	Distal Intergenic	14	644320	646950	2631	2	YNR011C	YNR011C_mRNA	3416
XIV	646960	646968	9	-	13	2	Promoter	14	644320	646950	2631	2	YNR011C	YNR011C_mRNA	-18
XIV	651741	651743	3	-	21	2	Promoter	14	649028	651712	2685	2	YNR013C	YNR013C_mRNA	-31
XIV	655118	655118	1	-	5	1	Exon (YNR016C_mRNA/YNR016C, exon 1 of 1)	14	649028	651712	2685	2	YNR013C	YNR013C_mRNA	-3406
XIV	661649	661649	1	-	17	1	Promoter	14	654673	661374	6702	2	YNR016C	YNR016C_mRNA	-275
XIV	661805	661834	30	-	85	7	Promoter	14	654673	661374	6702	2	YNR016C	YNR016C_mRNA	-460
XIV	661872	661916	45	-	124	9	Promoter	14	654673	661374	6702	2	YNR016C	YNR016C_mRNA	-542
XIV	661951	661951	1	-	4	1	Promoter	14	654673	661374	6702	2	YNR016C	YNR016C_mRNA	-577
